iucn_sid,species,allXcoastal,allXfull,biomass_removalXfull,bycatch_pelagicXfull,climateXfull,direct_humanXfull,fishing_benthic_destXfull,non-climateXfull,ocean_acidificationXfull,biomass_removalXcoastal,bycatch_pelagicXcoastal,climateXcoastal,direct_humanXcoastal,fishing_benthic_destXcoastal,non-climateXcoastal,ocean_acidificationXcoastal,lightXcoastal,lightXfull,nutrientXcoastal,nutrientXfull,sst_extremesXcoastal,sst_extremesXfull,sst_riseXcoastal,sst_riseXfull,uv_radiationXcoastal,uv_radiationXfull,bycatch_benthicXcoastal,bycatch_benthicXfull,shipping_largeXcoastal,shipping_largeXfull,sea_level_riseXcoastal,sea_level_riseXfull
NA,diaphana minuta,0.49536933273426,0.49536933273426,5.705655507332275e-4,NA,0.4356857740473778,0.024702386287593445,3.729208649599449e-4,0.0596835586868822,0.18324308988012158,5.705655507332275e-4,NA,0.4356857740473778,0.024702386287593445,3.729208649599449e-4,0.0596835586868822,0.18324308988012158,0.002103956752002753,0.002103956752002753,0.01338891019635585,0.01338891019635585,0.1590877825363746,0.1590877825363746,0,0,0.09335490182207522,0.09335490182207522,0.018544818844043364,0.018544818844043364,NA,NA,NA,NA
NA,diaphoreolis viridis,0.4744638087730884,0.4744638087730884,1.9244828394298982e-4,NA,0.4296782080998743,0.02035581563305567,2.517068961844096e-4,0.044785600673214174,0.18422946036345042,1.9244828394298982e-4,NA,0.4296782080998743,0.02035581563305567,2.517068961844096e-4,0.044785600673214174,0.18422946036345042,3.971117833784273e-4,3.971117833784273e-4,0.0054019725601312345,0.0054019725601312345,0.14822702187946057,0.14822702187946057,0,0,0.09722172564392084,0.09722172564392084,0.018186545516521442,0.018186545516521442,NA,NA,NA,NA
NA,diaphus jenseni,0.02234,0.022829302545778748,3.040973664476935e-9,1.1419180941388689e-4,0.022714828305935773,0,2.7942401194273294e-7,1.1447423984297518e-4,0.022714828305935773,0,1.0583333333333334e-4,0.02223375,0,0,1.0583333333333334e-4,0.02223375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,diaphus pacificus,0.06544750252525253,0.025165743419935962,4.617192601905047e-6,0.002253012919911508,0.02282534454535778,1.0901171739024116e-5,7.186759032574518e-5,0.002340398874578183,0.02282534454535778,2.0301767676767676e-4,0.04020168686868687,0.02357096717171717,9.568888888888888e-4,5.149419191919192e-4,0.04187653535353535,0.02357096717171717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,diaphus parri,0.0261075,0.022948144267815142,2.2700473557101146e-9,1.9670742242428445e-4,0.022750103980780267,5.106975981637839e-7,8.198969650727992e-7,1.9804028703487676e-4,0.022750103980780267,0,0.0012507142857142858,0.023699857142857144,0.001157,0,0.0024077142857142856,0.023699857142857144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,diaphus theta,0.2522711597283804,0.238666602089117,0.003971987168818142,0.01438609984887522,0.21468011679437932,0.0012899972482418706,2.693957005998389e-4,0.02398648527254611,0.023251286424733866,0.017200375967250155,0.0518460225215923,0.16443693614023153,0.007061379842324559,6.925767422650357e-4,0.08783422358814882,0.02414990743552678,3.8061527435283825e-4,6.953211235162143e-5,0.0015643897668881574,2.891388550467022e-4,0.0748586150556966,0.10885041695793138,0,1.8018889488062032e-5,0.06542841377048383,0.082560394522226,NA,NA,0.00908886359495147,0.0037103343608043127,NA,NA
NA,diaulula greeleyi,0.4626215376069659,0.4626215376069659,7.9112145323525e-5,NA,0.42700576129710255,0.01663766581594355,2.1859630686083169e-4,0.03561577630986339,0.18342252244407747,7.9112145323525e-5,NA,0.42700576129710255,0.01663766581594355,2.1859630686083169e-4,0.03561577630986339,0.18342252244407747,1.7662212880948805e-5,1.7662212880948805e-5,0.001745446929890407,0.001745446929890407,0.14345548175949557,0.14345548175949557,0,0,0.10012775739378471,0.10012775739378471,0.01691729289896412,0.01691729289896412,NA,NA,NA,NA
NA,diaulula sandiegensis,0.4810145150236196,0.4810145150236196,6.189498954541934e-6,NA,0.4196207351119028,0.019686325602106404,2.531226283590181e-4,0.06139377991171688,0.18419947746457058,6.189498954541934e-6,NA,0.4196207351119028,0.019686325602106404,2.531226283590181e-4,0.06139377991171688,0.18419947746457058,4.306476031905831e-4,4.306476031905831e-4,0.0052752067683729574,0.0052752067683729574,0.1378461207697669,0.1378461207697669,0,0,0.09757513668396191,0.09757513668396191,0.035742288197940064,0.035742288197940064,NA,NA,NA,NA
NA,dibranchus erinaceus,0.047847517053206,0.047847517053206,1.0300136425648022e-5,NA,0.024466739427012277,0.013503819918144611,1.2069577080491132e-4,0.023380777626193724,0.024466739427012277,1.0300136425648022e-5,NA,0.024466739427012277,0.013503819918144611,1.2069577080491132e-4,0.023380777626193724,0.024466739427012277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009745961800818555,0.009745961800818555,NA,NA,NA,NA
NA,dibranchus hystrix,0.04694641891891892,0.04694641891891892,1.1148648648648649e-5,NA,0.02445310810810811,0.015612950450450452,1.9925675675675674e-4,0.022493310810810813,0.02445310810810811,1.1148648648648649e-5,NA,0.02445310810810811,0.015612950450450452,1.9925675675675674e-4,0.022493310810810813,0.02445310810810811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006669954954954955,0.006669954954954955,NA,NA,NA,NA
NA,dibranchus nudivomer,0.04642115646258503,0.04642115646258503,2.6961451247165534e-5,NA,0.024495396825396826,0.009420476190476191,6.836734693877551e-5,0.02192578231292517,0.024495396825396826,2.6961451247165534e-5,NA,0.024495396825396826,0.009420476190476191,6.836734693877551e-5,0.02192578231292517,0.024495396825396826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012409977324263037,0.012409977324263037,NA,NA,NA,NA
NA,dibranchus spinosus,0.04769975708502024,0.04769975708502024,5.721997300944669e-6,NA,0.0244674358974359,0.013456356275303644,1.294871794871795e-4,0.023232321187584344,0.0244674358974359,5.721997300944669e-6,NA,0.0244674358974359,0.013456356275303644,1.294871794871795e-4,0.023232321187584344,0.0244674358974359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009640742240215924,0.009640742240215924,NA,NA,NA,NA
NA,dibranchus spongiosa,0.037137555555555556,0.037137555555555556,4.133333333333333e-6,NA,0.024652844444444443,0.0052170666666666666,7.413333333333332e-5,0.01248471111111111,0.024652844444444443,4.133333333333333e-6,NA,0.024652844444444443,0.0052170666666666666,7.413333333333332e-5,0.01248471111111111,0.024652844444444443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007189377777777777,0.007189377777777777,NA,NA,NA,NA
NA,diceratias pileatus,0.031454054054054055,0.02400776372212027,1.269977301872673e-8,6.21431193002394e-4,0.023381647244397664,1.6072199296389104e-6,3.0653339667694446e-6,6.26116477722611e-4,0.023381647244397664,0,0.003552635135135135,0.024353513513513513,0.0034973648648648653,5.054054054054054e-5,0.007100608108108109,0.024353513513513513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,dicrolene filamentosa,0.040379271255060724,0.040379271255060724,0,NA,0.02625460188933873,0.0043355330634278,4.172739541160594e-5,0.014124669365721997,0.02625460188933873,0,NA,0.02625460188933873,0.0043355330634278,4.172739541160594e-5,0.014124669365721997,0.02625460188933873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00974740890688259,0.00974740890688259,NA,NA,NA,NA
NA,diopatra neapolitana,0.26268335435779816,0.26268335435779816,0,NA,0.26229529625382264,NA,NA,3.8805619266055045e-4,0.02846915137614679,0,NA,0.26229529625382264,NA,NA,3.8805619266055045e-4,0.02846915137614679,0,0,7.287844036697248e-5,7.287844036697248e-5,0.10743674311926606,0.10743674311926606,0,0,0.1263894017584098,0.1263894017584098,2.66651376146789e-4,2.66651376146789e-4,4.852637614678899e-5,4.852637614678899e-5,NA,NA
NA,diopatra ornata,0.22741691008411044,0.22741691008411044,0,NA,0.21719071608155055,NA,NA,0.010226194002559884,0.028357795300786248,0,NA,0.21719071608155055,NA,NA,0.010226194002559884,0.028357795300786248,0.0035499003474126897,0.0035499003474126897,0.006676293655147193,0.006676293655147193,0.08630155078624976,0.08630155078624976,0,0,0.10253136999451454,0.10253136999451454,NA,NA,NA,NA,NA,NA
NA,diplopteraster multipes,0.46704145431369143,0.46704145431369143,0,NA,0.4013356060606061,0.02804465496262819,4.5673880294339183e-4,0.06570584825308536,0.14691000724259806,0,NA,0.4013356060606061,0.02804465496262819,4.5673880294339183e-4,0.06570584825308536,0.14691000724259806,1.4498174865287675e-4,1.4498174865287675e-4,0.0028245920968769916,0.0028245920968769916,0.17193333709948433,0.17193333709948433,0,0,0.08249226171852367,0.08249226171852367,0.024080355466713017,0.024080355466713017,0.010154525464974798,0.010154525464974798,NA,NA
NA,dipolydora caulleryi,0.22132866783081756,0.22132866783081756,0,NA,0.21167256107594407,NA,NA,0.009656106754873483,0.028563272663163018,0,NA,0.21167256107594407,NA,NA,0.009656106754873483,0.028563272663163018,0.002823647430192924,0.002823647430192924,0.0058751738670517325,0.0058751738670517325,0.08214324697348759,0.08214324697348759,0,0,0.10096604160719982,0.10096604160719982,5.566512752489212e-4,5.566512752489212e-4,4.0063418237990493e-4,4.0063418237990493e-4,NA,NA
NA,dipolydora quadrilobata,0.21894074434164446,0.21894074434164446,0,NA,0.20768466311222625,NA,NA,0.011256081229418223,0.028552141898837837,0,NA,0.20768466311222625,NA,NA,0.011256081229418223,0.028552141898837837,0.003460273552523827,0.003460273552523827,0.006791482410746956,0.006791482410746956,0.07808341243705678,0.07808341243705678,0,0,0.10104910877633161,0.10104910877633161,5.792471207290088e-4,5.792471207290088e-4,4.2507797118115454e-4,4.2507797118115454e-4,NA,NA
NA,dipolydora socialis,0.22229195126426043,0.22229195126426043,0,NA,0.2114992586229902,NA,NA,0.010792692641270266,0.028559225932350392,0,NA,0.2114992586229902,NA,NA,0.010792692641270266,0.028559225932350392,0.0033123537260657814,0.0033123537260657814,0.0065012464140369606,0.0065012464140369606,0.08210039061978784,0.08210039061978784,0,0,0.10083964223764093,0.10083964223764093,5.69563846821002e-4,5.69563846821002e-4,4.0952865434652075e-4,4.0952865434652075e-4,NA,NA
NA,dipsacaster anoplus,0.18156565938446817,0.18156565938446817,0,NA,0.14543747727635148,0.01788647265188965,6.623170148301707e-4,0.03612818210811673,0.14543747727635148,0,NA,0.14543747727635148,0.01788647265188965,6.623170148301707e-4,0.03612818210811673,0.14543747727635148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017579392441396908,0.017579392441396908,NA,NA,NA,NA
NA,diretmoides pauciradiatus,NA,0.28912056552962295,0,4.206463195691203e-5,0.2859328904847397,0,0,0.0031876750448833037,0.023004129263913823,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0.1455523788150808,NA,0,NA,0.11737637342908437,NA,NA,NA,0.0031456104129263915,NA,NA
NA,dirona albolineata,0.4928782031688054,0.4928782031688054,2.6251902404639464e-5,NA,0.4069937583505551,0.02635479373928646,3.171777126287628e-4,0.08588444481825028,0.18350715400265938,2.6251902404639464e-5,NA,0.4069937583505551,0.02635479373928646,3.171777126287628e-4,0.08588444481825028,0.18350715400265938,0.003082997709104308,0.003082997709104308,0.018091276493487768,0.018091276493487768,0.12927502843594305,0.12927502843594305,0,0,0.0942115759119527,0.0942115759119527,0.03801194742154083,0.03801194742154083,NA,NA,NA,NA
NA,dodecaceria fewkesi,0.2651814497610097,0.2651814497610097,0,NA,0.2559317964245012,NA,NA,0.009249653506608379,0.028550949497354948,0,NA,0.2559317964245012,NA,NA,0.009249653506608379,0.028550949497354948,0.0030957958121417273,0.0030957958121417273,0.006153857524366803,0.006153857524366803,0.07351150436306111,0.07351150436306111,0.051860427801119255,0.051860427801119255,0.10200891476296586,0.10200891476296586,NA,NA,NA,NA,NA,NA
NA,dolichopteryx parini,0.08409182862679955,0.03221313017196075,9.52751973352228e-8,0.007476799182160216,0.02353377035121617,5.819241197371827e-4,6.205412436498453e-4,0.00867935982074458,0.02353377035121617,7.535068290882245e-7,0.04626867755629384,0.024429719915097823,0.010269892026578072,0.003122785160575858,0.05966210871170173,0.024429719915097823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,dolopichthys allector,0.08532039872408294,0.02714996814835787,0,0.003164301670441676,0.023713132078142695,8.23432899207248e-5,1.9019110985277462e-4,0.0034368359286523218,0.023713132078142695,0,0.05066435406698565,0.024366921850079746,0.009277081339712919,0.001012041467304625,0.06095347687400319,0.024366921850079746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,dolopichthys longicornis,NA,0.023684025541270044,6.27309246192981e-9,3.8452134577976265e-4,0.023298694333498314,0,8.035888995039077e-7,3.853312077717285e-4,0.023298694333498314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,dolopichthys pullatus,0.08249034990791897,0.024397923924858334,5.481820716270357e-9,9.734484411268117e-4,0.02337257438830712,1.836782703759276e-5,3.352778656609353e-5,0.0010253495365512143,0.02337257438830712,0,0.04621147329650092,0.024327016574585636,0.010798692449355433,0.0011531675874769797,0.05816333333333334,0.024327016574585636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,doris montereyensis,0.8748189528846001,0.8748189528846001,7.723020881596396e-4,NA,0.7271929283762842,0.04586777539901903,5.112099183588695e-4,0.14762602434854852,0.33014181959067596,7.723020881596396e-4,NA,0.7271929283762842,0.04586777539901903,5.112099183588695e-4,0.14762602434854852,0.33014181959067596,0.004847572174913326,0.004847572174913326,0.02879653224904539,0.02879653224904539,0.22628489894713297,0.22628489894713297,0,0,0.17076620983847518,0.17076620983847518,0.06683063267881964,0.06683063267881964,NA,NA,NA,NA
NA,doto kya,0.4798024971573341,0.4798024971573341,5.0652915478066587e-5,NA,0.4363806718665842,0.01957844381495741,2.6234155877835185e-4,0.043421825290749866,0.18421676534540884,5.0652915478066587e-5,NA,0.4363806718665842,0.01957844381495741,2.6234155877835185e-4,0.043421825290749866,0.18421676534540884,3.7184124957609366e-4,3.7184124957609366e-4,0.005387446787288795,0.005387446787288795,0.15531072373276944,0.15531072373276944,0,0,0.09685318278840592,0.09685318278840592,0.017771098964671148,0.017771098964671148,NA,NA,NA,NA
NA,drilonereis longa,0.22153274650382093,0.22153274650382093,0,NA,0.21171842760505405,NA,NA,0.00981431889876685,0.028566238802948767,0,NA,0.21171842760505405,NA,NA,0.00981431889876685,0.028566238802948767,0.0029379451407749797,0.0029379451407749797,0.005923900200745627,0.005923900200745627,0.0821479331635149,0.0821479331635149,0,0,0.10100425563859039,0.10100425563859039,5.53109532886857e-4,5.53109532886857e-4,3.9936402435938526e-4,3.9936402435938526e-4,NA,NA
NA,dysidea fragilis,0.3140059543664582,0.3140059543664582,0,NA,0.28162402594394254,0.013088325225851285,5.749490386842714e-4,0.03238192726430392,0.06163187051192958,0,NA,0.28162402594394254,0.013088325225851285,5.749490386842714e-4,0.03238192726430392,0.06163187051192958,0,0,1.6010192263145702e-4,1.6010192263145702e-4,0.11155634120917303,0.11155634120917303,0,0,0.10843581422283993,0.10843581422283993,0.0185585510771369,0.0185585510771369,NA,NA,NA,NA
NA,echinarachnius parma,0.5355851461929343,0.5355851461929343,0.0010789843119858042,NA,0.4790350060493628,0.022166456081626068,3.019113969995161e-4,0.05655013994192612,0.19769272443135988,0.0010789843119858042,NA,0.4790350060493628,0.022166456081626068,3.019113969995161e-4,0.05655013994192612,0.19769272443135988,0.0012386546217131795,0.0012386546217131795,0.008420807993224713,0.008420807993224713,0.18802977214066785,0.18802977214066785,0,0,0.09331250947733505,0.09331250947733505,0.023343325536376837,0.023343325536376837,NA,NA,NA,NA
NA,ectreposebastes imus,0.30538125,0.2745509642952094,1.0059711573698167e-8,0.002788531785095819,0.26786956994733024,0,4.380285839518859e-6,0.006681394276024115,0.02439435686108257,0,0.033314375,0.2584475,0,1.71875e-5,0.04693375,0.0243396875,0,0,0,0,0.13338312500000002,0.14657922453994782,0,5.7045750131135525e-5,0.10072437499999999,0.09683894286802378,NA,NA,0.0136021875,0.003888472217232286,NA,NA
NA,eguchipsammia fistula,0.22001216346153846,0.22001216346153846,0,0.008402692307692309,0.19658716346153846,0.011308028846153846,1.233653846153846e-4,0.023424951923076923,0.19658716346153846,0,0.008402692307692309,0.19658716346153846,0.011308028846153846,1.233653846153846e-4,0.023424951923076923,0.19658716346153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0035908653846153846,0.0035908653846153846,NA,NA,NA,NA
NA,elassochirus tenuimanus,0.48889547534858896,0.48889547534858896,8.521562479151378e-4,NA,0.4273364162052172,0.025974214590699846,3.3022383080926013e-4,0.0615590591433718,0.16724954850223497,8.521562479151378e-4,NA,0.4273364162052172,0.025974214590699846,3.3022383080926013e-4,0.0615590591433718,0.16724954850223497,0.004185657815731536,0.004185657815731536,0.01472050303555941,0.01472050303555941,0.13443348588965243,0.13443348588965243,0.047893635832944155,0.047893635832944155,0.07775974598038561,0.07775974598038561,0.015496303622656617,0.015496303622656617,NA,NA,NA,NA
NA,elassodiscus caudatus,0.06603500208304403,0.06603500208304403,1.5235383974447994e-5,NA,0.025804034161921955,0.010982498264129982,1.3717816969865295e-4,0.04023096792112207,0.025804034161921955,1.5235383974447994e-5,NA,0.025804034161921955,0.010982498264129982,1.3717816969865295e-4,0.04023096792112207,0.025804034161921955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029096057492014996,0.029096057492014996,NA,NA,NA,NA
NA,elassodiscus tremebundus,0.4041626681448633,0.4041626681448633,0,NA,0.38700851441241685,0.007740768662232077,7.675535846267554e-5,0.017154146341463415,0.025903104212860312,0,NA,0.38700851441241685,0.007740768662232077,7.675535846267554e-5,0.017154146341463415,0.025903104212860312,0,0,5.002439024390245e-4,5.002439024390245e-4,0.07636690317812268,0.07636690317812268,0.1817431559497413,0.1817431559497413,0.10299535107169254,0.10299535107169254,0.008441226903178122,0.008441226903178122,3.9515151515151514e-4,3.9515151515151514e-4,NA,NA
NA,electrona risso,0.23856610003351203,0.23150672446740542,2.4148528047042363e-7,0.005955880757789078,0.22277319276324728,6.219681353913402e-5,1.9330935730165567e-4,0.008733531704158127,0.022850885282205025,4.249329758713136e-6,0.04546702915549598,0.1854636444369973,0.0018024413538873993,0.0013876340482573727,0.05310245559651474,0.023748016085790885,0,0,4.599698391420912e-5,1.836045573733525e-6,0.087799120308311,0.11308866878095178,0,2.326509608240508e-5,0.07391650804289544,0.08681037360400809,NA,NA,0.004395103887399464,0.002520067244674054,NA,NA
NA,eleginus gracilis,0.4002068488705853,0.4002068488705853,0,NA,0.3220380544115812,0.0343073515537252,5.481884437788594e-4,0.07816879445900413,0.024934563833770122,0,NA,0.3220380544115812,0.0343073515537252,5.481884437788594e-4,0.07816879445900413,0.024934563833770122,0.003068246100087358,0.003068246100087358,0.006867941345313865,0.006867941345313865,0.08886964956944964,0.08886964956944964,0.12938893772619492,0.12938893772619492,0.07884490328216648,0.07884490328216648,0.024814003743916135,0.024814003743916135,0.008563063521777112,0.008563063521777112,NA,NA
NA,elysia cornigera,0.5175475632504887,0.5175475632504887,5.8478078748952805e-5,NA,0.48248384976263614,0.015175372242390394,3.34581960346272e-4,0.035063712929349344,0.18451235464953922,5.8478078748952805e-5,NA,0.48248384976263614,0.015175372242390394,3.34581960346272e-4,0.035063712929349344,0.18451235464953922,3.285339290700921e-5,3.285339290700921e-5,7.098358000558504e-4,7.098358000558504e-4,0.19487272326165875,0.19487272326165875,0,0,0.10309877185143815,0.10309877185143815,0.018752590896397657,0.018752590896397657,NA,NA,NA,NA
NA,embassichthys bathybius,0.2405130425531915,0.2405130425531915,8.052836879432624e-4,NA,0.19623686761229317,0.00759546513002364,1.7910342789598108e-4,0.044276175531914895,0.025835460401891254,8.052836879432624e-4,NA,0.19623686761229317,0.00759546513002364,1.7910342789598108e-4,0.044276175531914895,0.025835460401891254,3.535437352245863e-4,3.535437352245863e-4,6.759539007092199e-4,6.759539007092199e-4,0.0779958303782506,0.0779958303782506,0,0,0.09240557683215131,0.09240557683215131,0.028152880023640664,0.028152880023640664,0.006513945035460993,0.006513945035460993,NA,NA
NA,embiotoca lateralis,0.2766538644533728,0.2766538644533728,0,NA,0.17417810054979913,0.04660765736237401,5.213237470924085e-4,0.10247576372735603,0.02503405776415028,0,NA,0.17417810054979913,0.04660765736237401,5.213237470924085e-4,0.10247576372735603,0.02503405776415028,0.004881925001762177,0.004881925001762177,0.01270159476985973,0.01270159476985973,0.070159842637626,0.070159842637626,0,0,0.07898420014802283,0.07898420014802283,0.02598078187777543,0.02598078187777543,0.011782480792274617,0.011782480792274617,NA,NA
NA,engraulis mordax,0.2823280124418188,0.2792735612881843,1.9333812075346626e-9,0.06857011545047782,0.18873595509031652,0.005739541788653814,0.001413024360603215,0.09053760619786776,0.025364389327735735,2.2377372001432153e-9,0.07594809568564267,0.1772281887755102,0.00930029761904762,7.02766290726817e-4,0.10509982366630863,0.025437124507697816,2.310718761188686e-4,1.4260260730265703e-4,0.005330232277121374,0.0033330715903441416,0.06589650778732546,0.07905953460752362,0,0,0.08589455648048692,0.08431203115505717,NA,NA,0.01358735767991407,0.011339248743302215,NA,NA
NA,enhydra lutris,0.1924241134914709,0.1924241134914709,0,NA,0.04188864587521299,0.035701538682442135,5.211621005877511e-4,0.1505354676162579,NA,0,NA,0.04188864587521299,0.035701538682442135,5.211621005877511e-4,0.1505354676162579,NA,0.0029715605077250016,0.0029715605077250016,0.003603102253364731,0.003603102253364731,0.04188864587521299,0.04188864587521299,0,0,NA,NA,0.05349645166848544,0.05349645166848544,0.05424165240365286,0.05424165240365286,NA,NA
NA,enophrys bison,0.26313132577649917,0.26313132577649917,0,NA,0.1939203886371858,0.014184801288566556,1.6652379885958413e-4,0.06921093696704508,0.025951836207342076,0,NA,0.1939203886371858,0.014184801288566556,1.6652379885958413e-4,0.06921093696704508,0.025951836207342076,0.004964047959482506,0.004964047959482506,0.012910507674550811,0.012910507674550811,0.08117821064962359,0.08117821064962359,0.003852663439508002,0.003852663439508002,0.08293767851298041,0.08293767851298041,0.025261367120880635,0.025261367120880635,0.011723689296973247,0.011723689296973247,NA,NA
NA,enophrys diceraus,0.32248335750018126,0.32248335750018126,2.590686096812393e-7,NA,0.2803164097730733,0.008816009570071776,1.486899151743638e-4,0.042166947727107953,0.0260016505957128,2.590686096812393e-7,NA,0.2803164097730733,0.008816009570071776,1.486899151743638e-4,0.042166947727107953,0.0260016505957128,1.2488556997510816e-4,1.2488556997510816e-4,0.0022807513473017717,0.0022807513473017717,0.08827167742091399,0.08827167742091399,0.07938385002054182,0.07938385002054182,0.08665923197757316,0.08665923197757316,0.022379831073733054,0.022379831073733054,0.0084165211822422,0.0084165211822422,NA,NA
NA,enophrys lucasi,0.4551175308510638,0.4551175308510638,1.0691489361702128e-7,NA,0.4005137755319149,0.011113270744680851,1.4707925531914895e-4,0.05460375585106383,0.026342870212765955,1.0691489361702128e-7,NA,0.4005137755319149,0.011113270744680851,1.4707925531914895e-4,0.05460375585106383,0.026342870212765955,0.0014945308510638296,0.0014945308510638296,0.006489581382978724,0.006489581382978724,0.07958445425531915,0.07958445425531915,0.2126683420212766,0.2126683420212766,0.0819181090425532,0.0819181090425532,0.02464139574468085,0.02464139574468085,0.010717790957446809,0.010717790957446809,NA,NA
NA,enteroctopus dofleini,0.5716067142456271,0.5716067142456271,1.4196988120849314e-6,NA,0.42215771153306514,0.0940592163502011,0.001152783275652418,0.14944900271256198,0.1743272883733982,1.4196988120849314e-6,NA,0.42215771153306514,0.0940592163502011,0.001152783275652418,0.14944900271256198,0.1743272883733982,0.002726281919371434,0.002726281919371434,0.018326326629875597,0.018326326629875597,0.15573930857730803,0.15573930857730803,0,0,0.092091114582359,0.092091114582359,0.033182974838649335,0.033182974838649335,NA,NA,NA,NA
NA,entodesma navicula,0.501941399549654,0.501941399549654,1.815656147554555e-5,NA,0.4284500200337759,0.02028185850524852,2.2948938706579688e-4,0.073491379515878,0.21392126626709496,1.815656147554555e-5,NA,0.4284500200337759,0.02028185850524852,2.2948938706579688e-4,0.073491379515878,0.21392126626709496,0.003360453822974271,0.003360453822974271,0.02166313437531044,0.02166313437531044,0.1222632035829001,0.1222632035829001,0,0,0.09226555018378091,0.09226555018378091,0.02793828669823504,0.02793828669823504,NA,NA,NA,NA
NA,eopsetta jordani,0.23378629222154063,0.23378629222154063,2.102392306626828e-4,NA,0.19473896689554188,0.010474748600035617,1.410542770643291e-4,0.03904732532599877,0.026316068227239447,2.102392306626828e-4,NA,0.19473896689554188,0.010474748600035617,1.410542770643291e-4,0.03904732532599877,0.026316068227239447,7.834883352791024e-4,7.834883352791024e-4,0.004136350594613847,0.004136350594613847,0.08208864772345013,0.08208864772345013,0,0,0.08633425094485228,0.08633425094485228,0.023301444288343194,0.023301444288343194,NA,NA,NA,NA
NA,epiactis prolifera,0.8395294825085181,0.8395294825085181,0,NA,0.6421874828796006,0.12766325422528083,0.0013692168471477245,0.19734199962891744,0.1962535456937557,0,NA,0.6421874828796006,0.12766325422528083,0.0013692168471477245,0.19734199962891744,0.1962535456937557,0.003379972843504369,0.003379972843504369,0.02245456296596161,0.02245456296596161,0.16343067418952198,0.16343067418952198,0,0,0.1821106094187498,0.1821106094187498,0.027717752757818036,0.027717752757818036,0.014757239989204871,0.014757239989204871,0.10039265357757313,0.10039265357757313
NA,epitonium indianorum,0.4806333365524853,0.4806333365524853,4.8076195356537504e-05,NA,0.43595092711577116,0.019999937325081794,2.656844968268359e-4,0.0446824094367141,0.18416376837872994,4.8076195356537504e-05,NA,0.43595092711577116,0.019999937325081794,2.656844968268359e-4,0.0446824094367141,0.18416376837872994,4.967434664354133e-4,4.967434664354133e-4,0.0058392839686231225,0.0058392839686231225,0.155195652371004,0.155195652371004,0,0,0.09659150636603729,0.09659150636603729,0.0180326839843904,0.0180326839843904,NA,NA,NA,NA
NA,epitonium tinctum,0.47683565761258045,0.47683565761258045,2.4367683265824792e-4,NA,0.44570858668890473,0.013772717417202764,2.8191247716622986e-4,0.031127071320784686,0.18308293185608768,2.4367683265824792e-4,NA,0.44570858668890473,0.013772717417202764,2.8191247716622986e-4,0.031127071320784686,0.18308293185608768,0,0,5.70851798903979e-4,5.70851798903979e-4,0.15892627352871097,0.15892627352871097,0,0,0.10369938090699705,0.10369938090699705,0.016257912794853467,0.016257912794853467,NA,NA,NA,NA
NA,epizoanthus scotinus,0.8262644924843494,0.8262644924843494,0,NA,0.6692397547788825,0.12150080211576444,0.0015347485855846808,0.15702473770546685,0.1963595594389207,0,NA,0.6692397547788825,0.12150080211576444,0.0015347485855846808,0.15702473770546685,0.1963595594389207,0.003216489739211945,0.003216489739211945,0.021691757724883666,0.021691757724883666,0.19500359177797866,0.19500359177797866,0.00467163168290315,0.00467163168290315,0.1804946412908841,0.1804946412908841,0.009080939707408524,0.009080939707408524,NA,NA,0.09271033058819592,0.09271033058819592
NA,eptatretus deani,0.0807813011299435,0.0807813011299435,4.270463276836158e-4,NA,0.020624606779661016,0.021724457627118644,4.759158192090395e-4,0.06015669491525424,NA,4.270463276836158e-4,NA,0.020624606779661016,0.021724457627118644,4.759158192090395e-4,0.06015669491525424,NA,NA,NA,3.0781412429378534e-4,3.0781412429378534e-4,0.020624606779661016,0.020624606779661016,0,0,NA,NA,0.029411502824858757,0.029411502824858757,0.007809958192090395,0.007809958192090395,NA,NA
