species,iucn_sid,taxon
lycenchelys rassi,NA,Bony fishes
lycenchelys ratmanovi,NA,Bony fishes
lycodapus dermatinus,NA,Bony fishes
lycodapus endemoscotus,NA,Bony fishes
lycodapus fierasfer,NA,Bony fishes
lycodapus mandibularis,NA,Bony fishes
lycodapus pachysoma,NA,Bony fishes
lycodapus parviceps,NA,Bony fishes
lycodapus poecilus,NA,Bony fishes
lycodapus psarostomatus,NA,Bony fishes
lycodes beringi,NA,Bony fishes
lycodes brevipes,NA,Bony fishes
lycodes brunneofasciatus,NA,Bony fishes
lycodes cortezianus,NA,Bony fishes
lycodes diapterus,NA,Bony fishes
lycodes pacificus,NA,Bony fishes
lycodes palearis,NA,Bony fishes
lyconema barbatum,NA,Bony fishes
lyonsia californica,NA,Molluscs
lyopsetta exilis,154845,Bony fishes
lysidice ninetta,NA,Polychaetes
lysmata californica,NA,Crustaceans
macropinna microstoma,NA,Bony fishes
macroramphosus scolopax,155030,Bony fishes
macroregonia macrochira,NA,Crustaceans
madrepora oculata,NA,Corals and anemones
magnisudis atlantica,13485635,Bony fishes
malacocottus aleuticus,NA,Bony fishes
malacocottus kincaidi,NA,Bony fishes
malacocottus zonurus,NA,Bony fishes
malacosteus niger,190149,Bony fishes
maldane glebifex,NA,Polychaetes
maldane sarsi,NA,Polychaetes
mallotus villosus,NA,Bony fishes
malthopsis gigas,140346387,Bony fishes
malthopsis mitrigera,140346508,Bony fishes
maulisia acuticeps,21104620,Bony fishes
maulisia argipalla,57453720,Bony fishes
maurolicus muelleri,198760,Bony fishes
mediaster aequalis,NA,Echinoderms
mediomastus ambiseta,NA,Polychaetes
mediomastus californiensis,NA,Polychaetes
megalocottus platycephalus,NA,Bony fishes
megaptera novaeangliae,13006,Marine mammals
megaptera novaeangliae,132832,Marine mammals
megaptera novaeangliae,132835,Marine mammals
melamphaes acanthomus,137569297,Bony fishes
melamphaes lugubris,137569875,Bony fishes
melanitta americana,22732425,Seabirds
melanitta deglandi,22734194,Seabirds
melanitta perspicillata,22680441,Seabirds
melanocetus johnsonii,18127840,Bony fishes
melanolagus bericoides,190485,Bony fishes
melanostigma pammelas,NA,Bony fishes
melanostomias bartonbeani,18257303,Bony fishes
melanostomias bartonbeani,60479354,Bony fishes
melinna elisabethae,NA,Polychaetes
meningodora mollis,NA,Crustaceans
mentodus facilis,60479648,Bony fishes
mergus merganser,22680492,Seabirds
mergus serrator,22680485,Seabirds
merluccius productus,183411,Bony fishes
mesocentrotus franciscanus,NA,Echinoderms
mesochaetopterus taylori,NA,Polychaetes
mesoplodon carlhubbsi,13243,Marine mammals
mesoplodon densirostris,13244,Marine mammals
mesoplodon ginkgodens,127827012,Marine mammals
mesoplodon stejnegeri,13252,Marine mammals
metacarcinus gracilis,NA,Crustaceans
metacarcinus magister,NA,Crustaceans
metridium farcimen,NA,Corals and anemones
metridium senile,NA,Corals and anemones
meyenaster gelatinosus,NA,Echinoderms
michelopagurus limatulus,NA,Crustaceans
microcottus sellaris,NA,Bony fishes
microgadus proximus,NA,Bony fishes
microlophichthys microlophus,42830277,Bony fishes
microstoma microstoma,198628,Bony fishes
microstomus pacificus,158632595,Bony fishes
mirounga angustirostris,13581,Marine mammals
mola mola,190422,Bony fishes
monocorophium acherusicum,NA,Crustaceans
monocorophium insidiosum,NA,Crustaceans
monomitopus torvus,137575848,Bony fishes
mugil cephalus,135567,Bony fishes
munida quadrispina,NA,Crustaceans
muricea californica,NA,Corals and anemones
muricea fruticosa,NA,Corals and anemones
muusoctopus hokkaidensis,163217,Cephalopods
muusoctopus leioderma,163385,Cephalopods
muusoctopus profundorum,163406,Cephalopods
myoxocephalus polyacanthocephalus,NA,Bony fishes
myoxocephalus quadricornis,14214,Bony fishes
myoxocephalus stelleri,NA,Bony fishes
mytilimeria nuttalli,NA,Molluscs
myxicola infundibulum,NA,Polychaetes
myxilla incrustans,NA,Sponges
myxine circifrons,196052,Bony fishes
myxine hubbsi,196058,Bony fishes
myxoderma sacculatum,NA,Echinoderms
naineris grubei,NA,Polychaetes
nannobrachium crypticum,NA,Bony fishes
nannobrachium gibbsi,155320,Bony fishes
nannobrachium regale,NA,Bony fishes
nansenia candida,NA,Bony fishes
narcetes stomias,18140291,Bony fishes
nautichthys oculofasciatus,158882395,Bony fishes
nautichthys pribilovius,NA,Bony fishes
nautichthys robustus,NA,Bony fishes
nealotus tripes,16509242,Bony fishes
nearchaster aciculosus,NA,Echinoderms
nearchaster variabilis,NA,Echinoderms
nectoliparis pelagicus,NA,Bony fishes
nematobrachion flexipes,NA,Crustaceans
nematocarcinus combensis,NA,Crustaceans
nemichthys larseni,NA,Bony fishes
nemichthys scolopaceus,190214,Bony fishes
neoscopelus macrolepidotus,15601909,Bony fishes
neotrypaea californiensis,NA,Crustaceans
neotrypaea gigas,NA,Crustaceans
nephtys incisa,NA,Polychaetes
nephtys paradoxa,NA,Polychaetes
neptunea lyrata,NA,Molluscs
nereiphylla castanea,NA,Polychaetes
nereis callaona,NA,Polychaetes
nereis pelagica,NA,Polychaetes
nereis zonata,NA,Polychaetes
nettastoma solitarium,NA,Bony fishes
neverita lewisii,NA,Molluscs
nezumia stelgidolepis,NA,Bony fishes
nicolea zostericola,NA,Polychaetes
nicomache venticola,NA,Polychaetes
notacanthus abbotti,NA,Bony fishes
notacanthus chemnitzii,195852,Bony fishes
notaulax phaeotaenia,NA,Polychaetes
nothria conchylega,NA,Polychaetes
notolychnus valdiviae,190261,Bony fishes
notomastus latericeus,NA,Polychaetes
notomastus tenuis,NA,Polychaetes
notoscopelus resplendens,15601872,Bony fishes
notostomus elegans,NA,Crustaceans
notostomus gibbosus,NA,Crustaceans
nutricola lordi,NA,Molluscs
nutricola tantilla,NA,Molluscs
nymphon brevitarse,NA,Crustaceans
nymphon grossipes,NA,Crustaceans
nymphon pixellae,NA,Crustaceans
oceanodroma leucorhoa,132438298,Seabirds
octopus bimaculatus,163147,Cephalopods
octopus rubescens,163145,Cephalopods
ocythoe tuberculata,163075,Cephalopods
odobenus rosmarus,15106,Marine mammals
odobenus rosmarus,15108,Marine mammals
odobenus rosmarus,61963499,Marine mammals
odontopyxis trispinosa,NA,Bony fishes
odontostomops normalops,13462731,Bony fishes
oenopota pyramidalis,NA,Molluscs
okenia plana,NA,Molluscs
oligocottus maculosus,NA,Bony fishes
oligocottus rimensis,NA,Bony fishes
oligocottus snyderi,NA,Bony fishes
onchidoris bilamellata,NA,Molluscs
onchidoris muricata,NA,Molluscs
oncorhynchus clarkii,NA,Bony fishes
oncorhynchus gorbuscha,NA,Bony fishes
oncorhynchus keta,NA,Bony fishes
oncorhynchus kisutch,NA,Bony fishes
oncorhynchus mykiss,NA,Bony fishes
oncorhynchus nerka,135301,Bony fishes
oncorhynchus nerka,135302,Bony fishes
oncorhynchus nerka,135303,Bony fishes
oncorhynchus nerka,135306,Bony fishes
oncorhynchus nerka,135308,Bony fishes
oncorhynchus nerka,135309,Bony fishes
oncorhynchus nerka,135310,Bony fishes
oncorhynchus nerka,135311,Bony fishes
oncorhynchus nerka,135312,Bony fishes
oncorhynchus nerka,135313,Bony fishes
oncorhynchus nerka,135315,Bony fishes
oncorhynchus nerka,135316,Bony fishes
oncorhynchus nerka,135317,Bony fishes
oncorhynchus nerka,135318,Bony fishes
oncorhynchus nerka,135319,Bony fishes
oncorhynchus nerka,135320,Bony fishes
oncorhynchus nerka,135321,Bony fishes
oncorhynchus nerka,135322,Bony fishes
oncorhynchus nerka,135323,Bony fishes
oncorhynchus nerka,135324,Bony fishes
oncorhynchus nerka,135325,Bony fishes
oncorhynchus nerka,135326,Bony fishes
oncorhynchus nerka,135327,Bony fishes
oncorhynchus nerka,135328,Bony fishes
oncorhynchus nerka,135329,Bony fishes
oncorhynchus nerka,135330,Bony fishes
oncorhynchus nerka,135331,Bony fishes
oncorhynchus nerka,135332,Bony fishes
oncorhynchus nerka,135333,Bony fishes
oncorhynchus nerka,135334,Bony fishes
oncorhynchus nerka,135335,Bony fishes
oncorhynchus nerka,135336,Bony fishes
oncorhynchus nerka,135337,Bony fishes
oncorhynchus nerka,135338,Bony fishes
oncorhynchus nerka,135339,Bony fishes
oncorhynchus nerka,135340,Bony fishes
oncorhynchus nerka,135341,Bony fishes
oncorhynchus nerka,135342,Bony fishes
oncorhynchus nerka,135343,Bony fishes
oncorhynchus nerka,135344,Bony fishes
oncorhynchus nerka,135345,Bony fishes
oncorhynchus nerka,135346,Bony fishes
oncorhynchus nerka,135347,Bony fishes
oncorhynchus nerka,135348,Bony fishes
oncorhynchus nerka,135351,Bony fishes
oncorhynchus nerka,135352,Bony fishes
oncorhynchus nerka,135353,Bony fishes
oncorhynchus nerka,135354,Bony fishes
oncorhynchus nerka,135355,Bony fishes
oncorhynchus nerka,135356,Bony fishes
oncorhynchus nerka,135357,Bony fishes
oncorhynchus nerka,135358,Bony fishes
oncorhynchus nerka,135359,Bony fishes
oncorhynchus nerka,135360,Bony fishes
oncorhynchus nerka,135361,Bony fishes
oncorhynchus nerka,135362,Bony fishes
oncorhynchus nerka,135363,Bony fishes
oncorhynchus nerka,135365,Bony fishes
oncorhynchus nerka,135366,Bony fishes
oncorhynchus nerka,135368,Bony fishes
oncorhynchus nerka,135369,Bony fishes
oncorhynchus nerka,135370,Bony fishes
oncorhynchus nerka,135371,Bony fishes
oncorhynchus nerka,135372,Bony fishes
oncorhynchus nerka,135373,Bony fishes
oncorhynchus nerka,135374,Bony fishes
oncorhynchus nerka,135375,Bony fishes
oncorhynchus nerka,135376,Bony fishes
oncorhynchus nerka,135377,Bony fishes
oncorhynchus nerka,135379,Bony fishes
oncorhynchus nerka,135380,Bony fishes
oncorhynchus nerka,135381,Bony fishes
oncorhynchus nerka,201429,Bony fishes
oncorhynchus nerka,201430,Bony fishes
oncorhynchus nerka,201431,Bony fishes
oncorhynchus nerka,201432,Bony fishes
oncorhynchus nerka,201433,Bony fishes
oncorhynchus nerka,201434,Bony fishes
oncorhynchus nerka,201435,Bony fishes
oncorhynchus nerka,201436,Bony fishes
oncorhynchus nerka,201437,Bony fishes
oncorhynchus nerka,201438,Bony fishes
oncorhynchus nerka,201439,Bony fishes
oncorhynchus nerka,201440,Bony fishes
oncorhynchus nerka,201441,Bony fishes
oncorhynchus nerka,201442,Bony fishes
oncorhynchus nerka,201444,Bony fishes
oncorhynchus nerka,201445,Bony fishes
oncorhynchus nerka,201446,Bony fishes
oncorhynchus nerka,201447,Bony fishes
oncorhynchus nerka,201448,Bony fishes
oncorhynchus nerka,201449,Bony fishes
oncorhynchus nerka,201450,Bony fishes
oncorhynchus nerka,201451,Bony fishes
oncorhynchus nerka,201452,Bony fishes
oncorhynchus nerka,201453,Bony fishes
oncorhynchus nerka,201454,Bony fishes
oncorhynchus nerka,201499,Bony fishes
oncorhynchus nerka,201500,Bony fishes
oncorhynchus tshawytscha,NA,Bony fishes
oneirodes acanthias,154663,Bony fishes
oneirodes bulbosus,140348493,Bony fishes
oneirodes eschrichtii,18128749,Bony fishes
oneirodes luetkeni,155305,Bony fishes
oneirodes rosenblatti,140349409,Bony fishes
oneirodes thompsoni,140349619,Bony fishes
onychoprion aleuticus,22694716,Seabirds
opalia wroblewskyi,NA,Molluscs
ophelia denticulata,NA,Polychaetes
ophelina acuminata,NA,Polychaetes
ophelina cylindricaudata,NA,Polychaetes
ophiacantha bathybia,NA,Echinoderms
ophiacantha diplasia,NA,Echinoderms
ophiacantha eurypoma,NA,Echinoderms
ophiacantha rhachophora,NA,Echinoderms
ophiocten hastatum,NA,Echinoderms
ophiodon elongatus,NA,Bony fishes
ophiolamina eprae,NA,Echinoderms
ophiolimna bairdi,NA,Echinoderms
ophiomusa lymani,NA,Echinoderms
ophiopholis aculeata,NA,Echinoderms
ophiopholis bakeri,NA,Echinoderms
ophiopholis japonica,NA,Echinoderms
ophiopholis kennerlyi,NA,Echinoderms
ophiopholis longispina,NA,Echinoderms
ophiophthalmus cataleimmoidus,NA,Echinoderms
ophiophthalmus normani,NA,Echinoderms
ophioplocus esmarki,NA,Echinoderms
ophiopteris papillosa,NA,Echinoderms
ophiosphalma glabrum,NA,Echinoderms
ophiosphalma jolliense,NA,Echinoderms
ophiothrix koreana,NA,Echinoderms
ophiothrix spiculata,NA,Echinoderms
ophiura cryptolepis,NA,Echinoderms
ophiura flagellata,NA,Echinoderms
ophiura leptoctenia,NA,Echinoderms
ophiura luetkenii,NA,Echinoderms
ophiura sarsii,NA,Echinoderms
ophiuroglypha irrorata,NA,Echinoderms
ophiuroglypha kinbergi,NA,Echinoderms
ophryotrocha globopalpata,NA,Polychaetes
opisthocentrus ocellatus,NA,Bony fishes
opisthoproctus soleatus,18155920,Bony fishes
opisthoteuthis californiana,163065,Cephalopods
opostomias mitsuii,141373335,Bony fishes
orchomenella obtusa,NA,Crustaceans
orcinus orca,15421,Marine mammals
orcinus orca,132948040,Marine mammals
oregonia gracilis,NA,Crustaceans
orthasterias koehleri,NA,Echinoderms
osmerus dentex,NA,Bony fishes
osmerus mordax,202413,Bony fishes
osteodiscus cascadiae,NA,Bony fishes
owenia fusiformis,NA,Polychaetes
oxylebius pictus,158882686,Bony fishes
pachycara bulbiceps,18180983,Bony fishes
pachycara lepinium,NA,Bony fishes
pachycerianthus fimbriatus,NA,Corals and anemones
paciocinebrina interfossa,NA,Molluscs
paciocinebrina lurida,NA,Molluscs
paelopatides confundens,180325,Echinoderms
paguristes ulreyi,NA,Crustaceans
palaemonella holmesi,NA,Crustaceans
pallasina barbata,NA,Bony fishes
pandalus borealis,NA,Crustaceans
pandalus danae,NA,Crustaceans
pandalus dispar,NA,Crustaceans
pandalus eous,NA,Crustaceans
pandalus goniurus,NA,Crustaceans
pandalus hypsinotus,NA,Crustaceans
pandalus jordani,NA,Crustaceans
pandalus stenolepis,NA,Crustaceans
pandalus tridens,NA,Crustaceans
pandora bilirata,NA,Molluscs
pandora filosa,NA,Molluscs
pandora glacialis,NA,Molluscs
pandora wardiana,NA,Molluscs
pantomus affinis,NA,Crustaceans
parabothus coarctatus,69778452,Bony fishes
paracaudina chilensis,NA,Echinoderms
paracyathus stearnsii,NA,Corals and anemones
paraliparis cephalus,NA,Bony fishes
paraliparis dactylosus,NA,Bony fishes
paraliparis deani,NA,Bony fishes
paraliparis paucidens,NA,Bony fishes
paraliparis pectoralis,NA,Bony fishes
paraliparis rosaceus,NA,Bony fishes
paraliparis ulochir,NA,Bony fishes
paralithodes brevipes,NA,Crustaceans
paralithodes camtschaticus,NA,Crustaceans
paralithodes platypus,NA,Crustaceans
paralomis verrilli,NA,Crustaceans
paranaitis polynoides,NA,Polychaetes
paraonis fulgens,NA,Polychaetes
parapasiphae sulcatifrons,NA,Crustaceans
parapontophilus longirostris,NA,Crustaceans
paraprionospio pinnata,NA,Polychaetes
parataeniophorus brevis,123361038,Bony fishes
paricelinus hopliticus,NA,Bony fishes
parophrys vetulus,158632774,Bony fishes
parvilux boschmai,129511143,Bony fishes
pasiphaea pacifica,NA,Crustaceans
pasiphaea tarda,NA,Crustaceans
patiria miniata,NA,Echinoderms
paucibranchia bellii,NA,Polychaetes
pectinaster agassizi,NA,Echinoderms
pedicellaster magister,NA,Echinoderms
pelecanus occidentalis,22733989,Seabirds
peltodoris nobilis,NA,Molluscs
pennatula phosphorea,NA,Corals and anemones
pentaceros wheeleri,NA,Bony fishes
pentacheles laevis,185038,Crustaceans
pentamera chiloensis,NA,Echinoderms
pentherichthys atratus,60482374,Bony fishes
pentidotea wosnesenskii,NA,Crustaceans
peprilus simillimus,183337,Bony fishes
percis japonica,NA,Bony fishes
peristedion crustosum,NA,Bony fishes
petricola carditoides,NA,Molluscs
petricolaria pholadiformis,NA,Molluscs
phalacrocorax auritus,22696776,Seabirds
phanerodon furcatus,NA,Bony fishes
pherusa plumosa,NA,Polychaetes
phidiana hiltoni,NA,Molluscs
philine auriformis,NA,Molluscs
philine polystrigma,NA,Molluscs
philinorbis albus,NA,Molluscs
phoca largha,17023,Marine mammals
phoca vitulina,17013,Marine mammals
phoca vitulina,17014,Marine mammals
phoca vitulina,17020,Marine mammals
phoca vitulina,17021,Marine mammals
phoca vitulina,17022,Marine mammals
phocoena phocoena,17027,Marine mammals
phocoena phocoena,17030,Marine mammals
phocoena phocoena,17031,Marine mammals
phocoenoides dalli,17032,Marine mammals
phoebastria albatrus,22698335,Seabirds
phoebastria immutabilis,22698365,Seabirds
phoebastria nigripes,22698350,Seabirds
pholis clemensi,NA,Bony fishes
pholis laeta,NA,Bony fishes
pholis ornata,154866,Bony fishes
pholis schultzi,NA,Bony fishes
pholoe minuta,NA,Polychaetes
photocorynus spiniceps,42830286,Bony fishes
photostylus pycnopterus,190298,Bony fishes
phoxichilidium femoratum,NA,Crustaceans
phtisica marina,NA,Crustaceans
phyllochaetopterus prolifica,NA,Polychaetes
phyllodoce groenlandica,NA,Polychaetes
phyllodoce longipes,NA,Polychaetes
phyllodoce mucosa,NA,Polychaetes
phyllolithodes papillosus,NA,Crustaceans
phyllorhinichthys micractis,60482562,Bony fishes
phymactis clematis,NA,Corals and anemones
phymactis papillosa,NA,Corals and anemones
physeter macrocephalus,41755,Marine mammals
physeter macrocephalus,16370739,Marine mammals
phytichthys chirus,NA,Bony fishes
pileolaria berkeleyana,NA,Polychaetes
pione vastifica,NA,Sponges
pisaster brevispinus,NA,Echinoderms
pisaster giganteus,NA,Echinoderms
pisaster ochraceus,NA,Echinoderms
pisione remota,NA,Polychaetes
pisoides edwardsii,NA,Crustaceans
pista brevibranchiata,NA,Polychaetes
pista cristata,NA,Polychaetes
pista maculata,NA,Polychaetes
placida dendritica,NA,Molluscs
platichthys stellatus,19014407,Bony fishes
platynereis dumerilii,NA,Polychaetes
platytroctes apus,190217,Bony fishes
plectobranchus evides,NA,Bony fishes
plesionika bifurca,NA,Crustaceans
plesionika reflexa,NA,Crustaceans
plesionika spinipes,NA,Crustaceans
plesionika williamsi,NA,Crustaceans
pleurocorallium secundum,NA,Corals and anemones
pleurogonium rubicundum,NA,Crustaceans
pleurogrammus monopterygius,NA,Bony fishes
pleuronichthys coenosus,158632931,Bony fishes
pleuronichthys decurrens,158633085,Bony fishes
podiceps auritus,22696606,Seabirds
podiceps grisegena,22696599,Seabirds
podiceps nigricollis,22696610,Seabirds
podothecus accipenserinus,NA,Bony fishes
polyacanthonotus challengeri,190403,Bony fishes
polycera hedgpethi,NA,Molluscs
polydora cornuta,NA,Polychaetes
polymastia pacifica,NA,Sponges
polyophthalmus pictus,NA,Polychaetes
polypera greeni,NA,Bony fishes
poraniopsis inflata,NA,Echinoderms
porichthys notatus,183724,Bony fishes
poroclinus rothrocki,NA,Bony fishes
poromitra crassiceps,190239,Bony fishes
poromitra curilensis,141364039,Bony fishes
praxillella gracilis,NA,Polychaetes
prionace glauca,39381,Elasmobranchs
prionospio cirrifera,NA,Polychaetes
prionospio malmgreni,NA,Polychaetes
prionospio steenstrupi,NA,Polychaetes
protodorvillea kefersteini,NA,Polychaetes
protomyctophum crockeri,130350511,Bony fishes
protomyctophum thompsoni,130351028,Bony fishes
psathyrometra fragilis,NA,Echinoderms
psettichthys melanostictus,158633166,Bony fishes
pseudarchaster alascensis,NA,Echinoderms
pseudarchaster dissonus,NA,Echinoderms
pseudarchaster parelii,NA,Echinoderms
pseudobathylagus milleri,155009,Bony fishes
pseudopallene circularis,NA,Crustaceans
pseudopolydora kempi,NA,Polychaetes
pseudorca crassidens,18596,Marine mammals
pseudostichopus mollis,180381,Echinoderms
pseudosuberites montiniger,NA,Sponges
psilaster pectinatus,NA,Echinoderms
psolus chitonoides,NA,Echinoderms
psolus squamatus,NA,Echinoderms
psychrolutes paradoxus,NA,Bony fishes
psychrolutes phrictus,NA,Bony fishes
psychrolutes sigalutes,NA,Bony fishes
pteraster jordani,NA,Echinoderms
pteraster marsippus,NA,Echinoderms
pteraster militaris,NA,Echinoderms
pteraster tesselatus,NA,Echinoderms
pterodroma inexpectata,22697963,Seabirds
pterodroma solandri,22698042,Seabirds
pterodroma ultima,22698039,Seabirds
ptilichthys goodei,NA,Bony fishes
ptilosarcus gurneyi,NA,Corals and anemones
ptychoramphus aleuticus,22694903,Seabirds
puffinus bulleri,22698182,Seabirds
puffinus griseus,22698209,Seabirds
puffinus tenuirostris,22698216,Seabirds
pugettia foliata,NA,Crustaceans
pugettia producta,NA,Crustaceans
pugettia richii,NA,Crustaceans
pungitius pungitius,18878,Bony fishes
pusa hispida,41672,Marine mammals
pusa hispida,41673,Marine mammals
pusa hispida,41677,Marine mammals
pusa hispida,61382318,Marine mammals
pycnogonum stearnsi,NA,Crustaceans
pycnopodia helianthoides,178290276,Echinoderms
radulinus asprellus,NA,Bony fishes
radulinus boleoides,NA,Bony fishes
rathbunaster californicus,NA,Echinoderms
regalecus glesne,190378,Bony fishes
regalecus russelii,60483137,Bony fishes
reinhardtius hippoglossoides,NA,Bony fishes
remora brachyptera,155068,Bony fishes
retusa obtusa,NA,Molluscs
rhacochilus vacca,155179,Bony fishes
rhadinesthes decimus,18257501,Bony fishes
rhamphocottus richardsonii,158882723,Bony fishes
rhinogobiops nicholsii,NA,Bony fishes
rhinoliparis attenuatus,NA,Bony fishes
rhinoliparis barbulifer,NA,Bony fishes
rhodymenichthys dolichogaster,NA,Bony fishes
rhynchactis leptonema,140047872,Bony fishes
rictaxis punctocaelatus,NA,Molluscs
ridgeia piscesae,NA,Polychaetes
riftia pachyptila,NA,Polychaetes
rimicola muscarum,NA,Bony fishes
rissa brevirostris,22694502,Seabirds
rissa tridactyla,22694497,Seabirds
robustosergia regalis,NA,Crustaceans
rocinela angustata,NA,Crustaceans
rocinela belliceps,NA,Crustaceans
rocinela propodialis,NA,Crustaceans
romaleon branneri,NA,Crustaceans
romaleon jordani,NA,Crustaceans
rondeletia loricata,60483273,Bony fishes
ronquilus jordani,NA,Bony fishes
rossia pacifica,190951,Cephalopods
rouleina attrita,15149121,Bony fishes
ruscarius meanyi,NA,Bony fishes
saccogaster tuberculata,135443237,Bony fishes
saccopharynx lavenbergi,141363974,Bony fishes
saduria entomon,NA,Crustaceans
sagamichthys abei,154750,Bony fishes
sagenaster evermanni,NA,Echinoderms
salmacina tribranchiata,NA,Polychaetes
salvatoria clavata,NA,Polychaetes
salvelinus alpinus,NA,Bony fishes
salvelinus malma,NA,Bony fishes
sarda lineolata,NA,Bony fishes
sardinops sagax,183347,Bony fishes
sardinops sagax,184056,Bony fishes
sarritor leptorhynchus,NA,Bony fishes
saxidomus gigantea,NA,Molluscs
scabrotrophon maltzani,NA,Molluscs
scabrotrophon stuarti,NA,Molluscs
scalibregma inflatum,NA,Polychaetes
scalicus hians,NA,Bony fishes
scintillosergia scintillans,NA,Crustaceans
scolelepis squamata,NA,Polychaetes
scoletoma tenuis,NA,Polychaetes
scoloplos acmeceps,NA,Polychaetes
scomber japonicus,170306,Bony fishes
scopelarchus analis,190316,Bony fishes
scopeloberyx opisthopterus,155189,Bony fishes
scopeloberyx robustus,61934264,Bony fishes
scopelosaurus adleri,123323873,Bony fishes
scopelosaurus harryi,123324008,Bony fishes
scorpaenichthys marmoratus,NA,Bony fishes
scyra acutifrons,NA,Crustaceans
scytalina cerdale,NA,Bony fishes
sebastes aleutianus,NA,Bony fishes
sebastes alutus,NA,Bony fishes
sebastes auriculatus,NA,Bony fishes
sebastes aurora,NA,Bony fishes
sebastes babcocki,NA,Bony fishes
sebastes borealis,NA,Bony fishes
sebastes brevispinis,NA,Bony fishes
sebastes caurinus,NA,Bony fishes
sebastes crameri,NA,Bony fishes
sebastes diploproa,NA,Bony fishes
sebastes elongatus,NA,Bony fishes
sebastes emphaeus,NA,Bony fishes
sebastes entomelas,NA,Bony fishes
sebastes flavidus,NA,Bony fishes
sebastes goodei,NA,Bony fishes
sebastes helvomaculatus,NA,Bony fishes
sebastes jordani,NA,Bony fishes
sebastes maliger,NA,Bony fishes
sebastes melanops,NA,Bony fishes
sebastes melanostictus,NA,Bony fishes
sebastes miniatus,NA,Bony fishes
sebastes mystinus,NA,Bony fishes
sebastes nebulosus,NA,Bony fishes
sebastes nigrocinctus,NA,Bony fishes
sebastes paucispinis,20085,Bony fishes
sebastes pinniger,NA,Bony fishes
sebastes proriger,NA,Bony fishes
sebastes reedi,NA,Bony fishes
sebastes rosaceus,NA,Bony fishes
sebastes ruberrimus,NA,Bony fishes
sebastes saxicola,NA,Bony fishes
sebastes variabilis,NA,Bony fishes
sebastes variegatus,NA,Bony fishes
sebastes wilsoni,NA,Bony fishes
sebastes zacentrus,NA,Bony fishes
sebastolobus alascanus,29609,Bony fishes
sebastolobus altivelis,NA,Bony fishes
sebastolobus macrochir,NA,Bony fishes
semisuberites cribrosa,NA,Sponges
sergestes atlanticus,NA,Crustaceans
sergia tenuiremis,NA,Crustaceans
sericosura venticola,NA,Crustaceans
seriphus politus,183750,Bony fishes
serpula vermicularis,NA,Polychaetes
serrivomer beanii,190315,Bony fishes
serrivomer jesperseni,NA,Bony fishes
serrivomer samoensis,NA,Bony fishes
serrivomer sector,NA,Bony fishes
sigambra bassi,NA,Polychaetes
sigmops elongatus,18252718,Bony fishes
sigmops gracilis,141364523,Bony fishes
sinelobus stanfordi,NA,Crustaceans
solaster dawsoni,NA,Echinoderms
solaster endeca,NA,Echinoderms
solaster paxillatus,NA,Echinoderms
solaster stimpsoni,NA,Echinoderms
solocisquama stellulata,140347020,Bony fishes
somateria spectabilis,22680409,Seabirds
somniosus pacificus,161403,Elasmobranchs
spectrunculus grandis,18139045,Bony fishes
sperosoma biseriatum,NA,Echinoderms
sphoeroides pachygaster,12103,Bony fishes
sphoeroides pachygaster,190193,Bony fishes
sphyraena argentea,178105,Bony fishes
sphyrna zygaena,39388,Elasmobranchs
spinophiura jolliveti,NA,Echinoderms
spio filicornis,NA,Polychaetes
spiochaetopterus costarum,NA,Polychaetes
spiophanes berkeleyorum,NA,Polychaetes
spiophanes bombyx,NA,Polychaetes
spiophanes kroyeri,NA,Polychaetes
spirinchus starksi,NA,Bony fishes
spirinchus thaleichthys,184099,Bony fishes
squalus suckleyi,195488,Elasmobranchs
stegophiura ponderosa,NA,Echinoderms
stellerina xyosterna,NA,Bony fishes
stelletta clarella,NA,Sponges
stemonidium hypomelas,199187,Bony fishes
stenella coeruleoalba,20731,Marine mammals
stenella coeruleoalba,16674437,Marine mammals
stenobrachius leucopsarus,129511170,Bony fishes
stenobrachius nannochir,129511181,Bony fishes
stercorarius pomarinus,22694240,Seabirds
stereomastis auriculata,185064,Crustaceans
stereomastis pacifica,185037,Crustaceans
stereomastis surda,185023,Crustaceans
sterna hirundo,22694623,Seabirds
sterna paradisaea,22694629,Seabirds
sternaspis scutata,NA,Polychaetes
sternoptyx diaphana,18253296,Bony fishes
sternoptyx obscura,155012,Bony fishes
stichaeus punctatus,NA,Bony fishes
stomphia coccinea,NA,Corals and anemones
streblospio benedicti,NA,Polychaetes
strongylocentrotus droebachiensis,NA,Echinoderms
strongylocentrotus fragilis,NA,Echinoderms
strongylocentrotus pallidus,NA,Echinoderms
strongylocentrotus purpuratus,NA,Echinoderms
stylasterias forreri,NA,Echinoderms
stylatula elongata,NA,Corals and anemones
stylocheiron maximum,NA,Crustaceans
suberites carnosus,NA,Sponges
syllis amica,NA,Polychaetes
syllis armillaris,NA,Polychaetes
syllis cornuta,NA,Polychaetes
syllis gracilis,NA,Polychaetes
syllis hyalina,NA,Polychaetes
symbolophorus californiensis,130352266,Bony fishes
symphurus strictus,123499266,Bony fishes
synchirus gilli,NA,Bony fishes
syngnathus leptorhynchus,65374916,Bony fishes
synidotea bicuspida,NA,Crustaceans
synthliboramphus antiquus,22694896,Seabirds
synthliboramphus hypoleucus,62101215,Seabirds
synthliboramphus scrippsi,62101249,Seabirds
